DEP,ARR,Dep Date,Best time before departure 
LGW,DUB,2018-09-06 14:45:00,Aer Lingus,"179 days, 19:00:24"
LGW,DUB,2018-09-06 18:50:00,Aer Lingus,"126 days, 2:33:22"
LGW,DUB,2018-09-06 19:50:00,Aer Lingus,"180 days, 0:05:24"
LGW,DUB,2018-09-06 20:35:00,Aer Lingus,"126 days, 4:18:22"
LGW,DUB,2018-09-06 21:35:00,Aer Lingus,"180 days, 1:50:24"
LGW,DUB,2018-09-07 09:10:00,Aer Lingus,"126 days, 20:02:10"
LGW,DUB,2018-09-07 09:55:00,Aer Lingus,"126 days, 20:47:10"
LGW,DUB,2018-09-07 10:10:00,Aer Lingus,"179 days, 20:03:39"
LGW,DUB,2018-09-07 10:55:00,Aer Lingus,"179 days, 20:48:39"
LGW,DUB,2018-09-07 14:05:00,Aer Lingus,"127 days, 0:57:10"
LGW,DUB,2018-09-07 15:05:00,Aer Lingus,"180 days, 0:58:39"
LGW,DUB,2018-09-07 18:50:00,Aer Lingus,"127 days, 5:42:10"
LGW,DUB,2018-09-07 19:50:00,Aer Lingus,"180 days, 5:43:39"
LGW,DUB,2018-09-07 20:35:00,Aer Lingus,"127 days, 7:27:10"
LGW,DUB,2018-09-07 21:35:00,Aer Lingus,"180 days, 7:28:39"
LGW,DUB,2018-09-08 09:55:00,Aer Lingus,"127 days, 13:44:09"
LGW,DUB,2018-09-08 10:55:00,Aer Lingus,"179 days, 16:46:32"
LGW,DUB,2018-09-08 13:40:00,Aer Lingus,"127 days, 17:29:09"
LGW,DUB,2018-09-08 14:40:00,Aer Lingus,"179 days, 20:31:32"
LGW,DUB,2018-09-08 15:05:00,Aer Lingus,"127 days, 18:54:09"
LGW,DUB,2018-09-08 16:00:00,Aer Lingus,"179 days, 21:51:32"
LGW,DUB,2018-09-08 16:05:00,Aer Lingus,"170 days, 3:17:41"
LGW,DUB,2018-09-09 08:25:00,Aer Lingus,"127 days, 17:56:57"
LGW,DUB,2018-09-09 09:25:00,Aer Lingus,"179 days, 22:15:10"
LGW,DUB,2018-09-09 09:55:00,Aer Lingus,"127 days, 19:26:57"
LGW,DUB,2018-09-09 10:55:00,Aer Lingus,"179 days, 23:45:10"
LGW,DUB,2018-09-09 14:10:00,Aer Lingus,"127 days, 23:41:57"
LGW,DUB,2018-09-09 14:45:00,Aer Lingus,"180 days, 3:35:10"
LGW,DUB,2018-09-09 15:10:00,Aer Lingus,"134 days, 19:48:54"
LGW,DUB,2018-09-09 18:50:00,Aer Lingus,"128 days, 4:21:57"
LGW,DUB,2018-09-09 19:50:00,Aer Lingus,"180 days, 8:40:10"
LGW,DUB,2018-09-09 21:55:00,Aer Lingus,"128 days, 7:26:57"
LGW,DUB,2018-09-09 22:55:00,Aer Lingus,"180 days, 11:45:10"
LGW,DUB,2018-09-10 08:50:00,Aer Lingus,"130 days, 16:59:00"
LGW,DUB,2018-09-10 09:50:00,Aer Lingus,"179 days, 23:28:55"
LGW,DUB,2018-09-10 09:55:00,Aer Lingus,"130 days, 18:04:00"
LGW,DUB,2018-09-10 10:55:00,Aer Lingus,"180 days, 0:33:55"
LGW,DUB,2018-09-10 14:05:00,Aer Lingus,"130 days, 22:14:00"
LGW,DUB,2018-09-10 15:05:00,Aer Lingus,"180 days, 4:43:55"
LGW,DUB,2018-09-10 18:50:00,Aer Lingus,"131 days, 2:59:00"
LGW,DUB,2018-09-10 19:50:00,Aer Lingus,"180 days, 9:28:55"
LGW,DUB,2018-09-10 20:35:00,Aer Lingus,"131 days, 4:44:00"
LGW,DUB,2018-09-10 21:35:00,Aer Lingus,"180 days, 11:13:55"
LGW,DUB,2018-09-11 08:35:00,Aer Lingus,"131 days, 14:41:40"
LGW,DUB,2018-09-11 09:35:00,Aer Lingus,"179 days, 23:38:52"
LGW,DUB,2018-09-11 09:55:00,Aer Lingus,"131 days, 16:01:40"
LGW,DUB,2018-09-11 10:55:00,Aer Lingus,"180 days, 0:58:52"
LGW,DUB,2018-09-11 14:05:00,Aer Lingus,"131 days, 20:11:40"
LGW,DUB,2018-09-11 15:05:00,Aer Lingus,"180 days, 5:08:52"
LGW,DUB,2018-09-11 18:50:00,Aer Lingus,"132 days, 0:56:40"
LGW,DUB,2018-09-11 19:50:00,Aer Lingus,"180 days, 9:53:52"
LGW,DUB,2018-09-11 20:35:00,Aer Lingus,"132 days, 2:41:40"
LGW,DUB,2018-09-11 21:35:00,Aer Lingus,"180 days, 11:38:52"
LGW,DUB,2018-09-12 09:10:00,Aer Lingus,"131 days, 16:25:05"
LGW,DUB,2018-09-12 09:55:00,Aer Lingus,"131 days, 17:10:05"
LGW,DUB,2018-09-12 10:10:00,Aer Lingus,"179 days, 18:34:15"
LGW,DUB,2018-09-12 10:55:00,Aer Lingus,"179 days, 19:19:15"
LGW,DUB,2018-09-12 14:05:00,Aer Lingus,"131 days, 21:20:05"
LGW,DUB,2018-09-12 15:05:00,Aer Lingus,"179 days, 23:29:15"
LGW,DUB,2018-09-12 18:50:00,Aer Lingus,"132 days, 2:05:05"
LGW,DUB,2018-09-12 19:50:00,Aer Lingus,"180 days, 4:14:15"
LGW,DUB,2018-09-12 20:35:00,Aer Lingus,"132 days, 3:50:05"
LGW,DUB,2018-09-12 21:35:00,Aer Lingus,"180 days, 5:59:15"
LGW,DUB,2018-09-13 08:25:00,Aer Lingus,"132 days, 13:30:17"
LGW,DUB,2018-09-13 09:25:00,Aer Lingus,"179 days, 18:10:54"
LGW,DUB,2018-09-13 09:55:00,Aer Lingus,"132 days, 15:00:17"
LGW,DUB,2018-09-13 10:55:00,Aer Lingus,"179 days, 19:40:54"
LGW,DUB,2018-09-13 13:45:00,Aer Lingus,"132 days, 18:50:17"
LGW,DUB,2018-09-13 14:45:00,Aer Lingus,"179 days, 23:30:54"
LGW,DUB,2018-09-13 18:50:00,Aer Lingus,"132 days, 23:55:17"
LGW,DUB,2018-09-13 19:50:00,Aer Lingus,"180 days, 4:35:54"
LGW,DUB,2018-09-13 20:35:00,Aer Lingus,"133 days, 1:40:17"
LGW,DUB,2018-09-13 21:35:00,Aer Lingus,"180 days, 6:20:54"
LGW,DUB,2018-09-14 09:10:00,Aer Lingus,"133 days, 16:56:55"
LGW,DUB,2018-09-14 09:55:00,Aer Lingus,"133 days, 17:41:55"
LGW,DUB,2018-09-14 10:10:00,Aer Lingus,"177 days, 18:06:45"
LGW,DUB,2018-09-14 10:55:00,Aer Lingus,"177 days, 18:51:45"
LGW,DUB,2018-09-14 14:05:00,Aer Lingus,"133 days, 21:51:55"
LGW,DUB,2018-09-14 15:05:00,Aer Lingus,"177 days, 23:01:45"
LGW,DUB,2018-09-14 18:50:00,Aer Lingus,"134 days, 2:36:55"
LGW,DUB,2018-09-14 19:50:00,Aer Lingus,"178 days, 3:46:45"
LGW,DUB,2018-09-14 20:35:00,Aer Lingus,"134 days, 4:21:55"
LGW,DUB,2018-09-14 21:35:00,Aer Lingus,"178 days, 5:31:45"
LGW,DUB,2018-09-15 09:55:00,Aer Lingus,"134 days, 13:26:33"
LGW,DUB,2018-09-15 10:55:00,Aer Lingus,"178 days, 20:20:37"
LGW,DUB,2018-09-15 13:40:00,Aer Lingus,"134 days, 17:11:33"
LGW,DUB,2018-09-15 14:40:00,Aer Lingus,"179 days, 0:05:37"
LGW,DUB,2018-09-15 15:05:00,Aer Lingus,"134 days, 18:36:33"
LGW,DUB,2018-09-15 16:00:00,Aer Lingus,"179 days, 1:25:37"
LGW,DUB,2018-09-15 16:05:00,Aer Lingus,"177 days, 6:10:17"
LGW,DUB,2018-09-16 08:25:00,Aer Lingus,"136 days, 14:40:19"
LGW,DUB,2018-09-16 09:25:00,Aer Lingus,"179 days, 20:38:54"
LGW,DUB,2018-09-16 09:55:00,Aer Lingus,"136 days, 16:10:19"
LGW,DUB,2018-09-16 10:55:00,Aer Lingus,"179 days, 22:08:54"
LGW,DUB,2018-09-16 14:10:00,Aer Lingus,"136 days, 20:25:19"
LGW,DUB,2018-09-16 14:45:00,Aer Lingus,"180 days, 1:58:54"
LGW,DUB,2018-09-16 15:10:00,Aer Lingus,"140 days, 20:24:52"
LGW,DUB,2018-09-16 18:50:00,Aer Lingus,"137 days, 1:05:19"
LGW,DUB,2018-09-16 19:50:00,Aer Lingus,"180 days, 7:03:54"
LGW,DUB,2018-09-16 21:55:00,Aer Lingus,"137 days, 4:10:19"
LGW,DUB,2018-09-16 22:55:00,Aer Lingus,"180 days, 10:08:54"
LGW,DUB,2018-09-17 08:50:00,Aer Lingus,"137 days, 15:50:00"
LGW,DUB,2018-09-17 09:50:00,Aer Lingus,"179 days, 23:10:45"
LGW,DUB,2018-09-17 09:55:00,Aer Lingus,"137 days, 16:55:00"
LGW,DUB,2018-09-17 10:55:00,Aer Lingus,"180 days, 0:15:45"
LGW,DUB,2018-09-17 14:05:00,Aer Lingus,"137 days, 21:05:00"
LGW,DUB,2018-09-17 15:05:00,Aer Lingus,"180 days, 4:25:45"
LGW,DUB,2018-09-17 18:50:00,Aer Lingus,"138 days, 1:50:00"
LGW,DUB,2018-09-17 19:50:00,Aer Lingus,"180 days, 9:10:45"
LGW,DUB,2018-09-17 20:35:00,Aer Lingus,"138 days, 3:35:00"
LGW,DUB,2018-09-17 21:35:00,Aer Lingus,"180 days, 10:55:45"
LGW,DUB,2018-09-18 08:35:00,Aer Lingus,"137 days, 17:49:11"
LGW,DUB,2018-09-18 09:35:00,Aer Lingus,"179 days, 19:58:08"
LGW,DUB,2018-09-18 09:55:00,Aer Lingus,"137 days, 19:09:11"
LGW,DUB,2018-09-18 10:55:00,Aer Lingus,"179 days, 21:18:08"
LGW,DUB,2018-09-18 14:05:00,Aer Lingus,"137 days, 23:19:11"
LGW,DUB,2018-09-18 15:05:00,Aer Lingus,"180 days, 1:28:08"
LGW,DUB,2018-09-18 18:50:00,Aer Lingus,"138 days, 4:04:11"
LGW,DUB,2018-09-18 19:50:00,Aer Lingus,"180 days, 6:13:08"
LGW,DUB,2018-09-18 20:35:00,Aer Lingus,"138 days, 5:49:11"
LGW,DUB,2018-09-18 21:35:00,Aer Lingus,"180 days, 7:58:08"
LGW,DUB,2018-09-19 09:10:00,Aer Lingus,"139 days, 17:55:36"
LGW,DUB,2018-09-19 09:55:00,Aer Lingus,"139 days, 18:40:36"
LGW,DUB,2018-09-19 10:10:00,Aer Lingus,"179 days, 20:08:30"
LGW,DUB,2018-09-19 10:55:00,Aer Lingus,"179 days, 20:53:30"
LGW,DUB,2018-09-19 14:05:00,Aer Lingus,"139 days, 22:50:36"
LGW,DUB,2018-09-19 15:05:00,Aer Lingus,"180 days, 1:03:30"
LGW,DUB,2018-09-19 18:50:00,Aer Lingus,"140 days, 3:35:36"
LGW,DUB,2018-09-19 19:50:00,Aer Lingus,"180 days, 5:48:30"
LGW,DUB,2018-09-19 20:35:00,Aer Lingus,"140 days, 5:20:36"
LGW,DUB,2018-09-19 21:35:00,Aer Lingus,"180 days, 7:33:30"
LGW,DUB,2018-09-20 08:25:00,Aer Lingus,"140 days, 14:45:45"
LGW,DUB,2018-09-20 09:25:00,Aer Lingus,"179 days, 14:10:11"
LGW,DUB,2018-09-20 09:55:00,Aer Lingus,"140 days, 16:15:45"
LGW,DUB,2018-09-20 10:55:00,Aer Lingus,"179 days, 15:40:11"
LGW,DUB,2018-09-20 13:45:00,Aer Lingus,"140 days, 20:05:45"
LGW,DUB,2018-09-20 14:45:00,Aer Lingus,"179 days, 19:30:11"
LGW,DUB,2018-09-20 18:50:00,Aer Lingus,"141 days, 1:10:45"
LGW,DUB,2018-09-20 19:50:00,Aer Lingus,"180 days, 0:35:11"
LGW,DUB,2018-09-20 20:35:00,Aer Lingus,"141 days, 2:55:45"
LGW,DUB,2018-09-20 21:35:00,Aer Lingus,"180 days, 2:20:11"
LGW,DUB,2018-09-21 09:10:00,Aer Lingus,"141 days, 16:59:12"
LGW,DUB,2018-09-21 09:55:00,Aer Lingus,"141 days, 17:44:12"
LGW,DUB,2018-09-21 10:10:00,Aer Lingus,"179 days, 20:58:48"
LGW,DUB,2018-09-21 10:55:00,Aer Lingus,"179 days, 21:43:48"
LGW,DUB,2018-09-21 14:05:00,Aer Lingus,"141 days, 21:54:12"
LGW,DUB,2018-09-21 15:05:00,Aer Lingus,"180 days, 1:53:48"
LGW,DUB,2018-09-21 18:50:00,Aer Lingus,"142 days, 2:39:12"
LGW,DUB,2018-09-21 19:50:00,Aer Lingus,"180 days, 6:38:48"
LGW,DUB,2018-09-21 20:35:00,Aer Lingus,"142 days, 4:24:12"
LGW,DUB,2018-09-21 21:35:00,Aer Lingus,"180 days, 8:23:48"
LGW,DUB,2018-09-22 09:55:00,Aer Lingus,"142 days, 17:47:45"
LGW,DUB,2018-09-22 10:55:00,Aer Lingus,"179 days, 17:19:08"
LGW,DUB,2018-09-22 13:40:00,Aer Lingus,"142 days, 21:32:45"
LGW,DUB,2018-09-22 14:40:00,Aer Lingus,"179 days, 21:04:08"
LGW,DUB,2018-09-22 15:05:00,Aer Lingus,"142 days, 22:57:45"
LGW,DUB,2018-09-22 16:05:00,Aer Lingus,"179 days, 22:29:08"
LGW,DUB,2018-09-23 08:25:00,Aer Lingus,"142 days, 18:42:37"
LGW,DUB,2018-09-23 09:25:00,Aer Lingus,"179 days, 18:32:05"
LGW,DUB,2018-09-23 09:55:00,Aer Lingus,"142 days, 20:12:37"
LGW,DUB,2018-09-23 10:55:00,Aer Lingus,"179 days, 20:02:05"
LGW,DUB,2018-09-23 14:10:00,Aer Lingus,"143 days, 0:27:37"
LGW,DUB,2018-09-23 14:45:00,Aer Lingus,"179 days, 23:52:05"
LGW,DUB,2018-09-23 15:10:00,Aer Lingus,"149 days, 4:41:39"
LGW,DUB,2018-09-23 18:50:00,Aer Lingus,"143 days, 5:07:37"
LGW,DUB,2018-09-23 19:50:00,Aer Lingus,"180 days, 4:57:05"
LGW,DUB,2018-09-23 21:55:00,Aer Lingus,"143 days, 8:12:37"
LGW,DUB,2018-09-23 22:55:00,Aer Lingus,"180 days, 8:02:05"
LGW,DUB,2018-09-24 08:50:00,Aer Lingus,"143 days, 20:56:30"
LGW,DUB,2018-09-24 09:50:00,Aer Lingus,"179 days, 20:16:48"
LGW,DUB,2018-09-24 09:55:00,Aer Lingus,"143 days, 22:01:30"
LGW,DUB,2018-09-24 10:55:00,Aer Lingus,"179 days, 21:21:48"
LGW,DUB,2018-09-24 14:05:00,Aer Lingus,"144 days, 2:11:30"
LGW,DUB,2018-09-24 15:05:00,Aer Lingus,"180 days, 1:31:48"
LGW,DUB,2018-09-24 18:50:00,Aer Lingus,"144 days, 6:56:30"
LGW,DUB,2018-09-24 19:50:00,Aer Lingus,"180 days, 6:16:48"
LGW,DUB,2018-09-24 20:35:00,Aer Lingus,"144 days, 8:41:30"
LGW,DUB,2018-09-24 21:35:00,Aer Lingus,"180 days, 8:01:48"
LGW,DUB,2018-09-25 08:35:00,Aer Lingus,"145 days, 13:35:31"
LGW,DUB,2018-09-25 09:35:00,Aer Lingus,"179 days, 17:40:36"
LGW,DUB,2018-09-25 09:55:00,Aer Lingus,"145 days, 14:55:31"
LGW,DUB,2018-09-25 10:55:00,Aer Lingus,"179 days, 19:00:36"
LGW,DUB,2018-09-25 14:05:00,Aer Lingus,"145 days, 19:05:31"
LGW,DUB,2018-09-25 15:05:00,Aer Lingus,"179 days, 23:10:36"
LGW,DUB,2018-09-25 18:50:00,Aer Lingus,"145 days, 23:50:31"
LGW,DUB,2018-09-25 19:50:00,Aer Lingus,"180 days, 3:55:36"
LGW,DUB,2018-09-25 20:35:00,Aer Lingus,"146 days, 1:35:31"
LGW,DUB,2018-09-25 21:35:00,Aer Lingus,"180 days, 5:40:36"
LGW,DUB,2018-09-26 09:10:00,Aer Lingus,"146 days, 16:59:47"
LGW,DUB,2018-09-26 09:55:00,Aer Lingus,"146 days, 17:44:47"
LGW,DUB,2018-09-26 10:10:00,Aer Lingus,"179 days, 21:40:18"
LGW,DUB,2018-09-26 10:55:00,Aer Lingus,"179 days, 22:25:18"
LGW,DUB,2018-09-26 14:05:00,Aer Lingus,"146 days, 21:54:47"
LGW,DUB,2018-09-26 15:05:00,Aer Lingus,"180 days, 2:35:18"
LGW,DUB,2018-09-26 18:50:00,Aer Lingus,"147 days, 2:39:47"
LGW,DUB,2018-09-26 19:50:00,Aer Lingus,"180 days, 7:20:18"
LGW,DUB,2018-09-26 20:35:00,Aer Lingus,"147 days, 4:24:47"
LGW,DUB,2018-09-26 21:35:00,Aer Lingus,"180 days, 9:05:18"
LGW,DUB,2018-09-27 08:25:00,Aer Lingus,"146 days, 21:22:03"
LGW,DUB,2018-09-27 09:25:00,Aer Lingus,"179 days, 21:56:29"
LGW,DUB,2018-09-27 09:55:00,Aer Lingus,"146 days, 22:52:03"
LGW,DUB,2018-09-27 10:55:00,Aer Lingus,"179 days, 23:26:29"
LGW,DUB,2018-09-27 13:45:00,Aer Lingus,"147 days, 2:42:03"
LGW,DUB,2018-09-27 14:45:00,Aer Lingus,"180 days, 3:16:29"
LGW,DUB,2018-09-27 18:50:00,Aer Lingus,"147 days, 7:47:03"
LGW,DUB,2018-09-27 19:50:00,Aer Lingus,"180 days, 8:21:29"
LGW,DUB,2018-09-27 20:35:00,Aer Lingus,"147 days, 9:32:03"
LGW,DUB,2018-09-27 21:35:00,Aer Lingus,"180 days, 10:06:29"
LGW,DUB,2018-09-28 09:10:00,Aer Lingus,"147 days, 21:45:59"
LGW,DUB,2018-09-28 09:55:00,Aer Lingus,"147 days, 22:30:59"
LGW,DUB,2018-09-28 10:10:00,Aer Lingus,"179 days, 22:57:22"
LGW,DUB,2018-09-28 10:55:00,Aer Lingus,"179 days, 23:42:22"
LGW,DUB,2018-09-28 14:05:00,Aer Lingus,"148 days, 2:40:59"
LGW,DUB,2018-09-28 15:05:00,Aer Lingus,"180 days, 3:52:22"
LGW,DUB,2018-09-28 18:50:00,Aer Lingus,"148 days, 7:25:59"
LGW,DUB,2018-09-28 19:50:00,Aer Lingus,"180 days, 8:37:22"
LGW,DUB,2018-09-28 20:35:00,Aer Lingus,"148 days, 9:10:59"
LGW,DUB,2018-09-28 21:35:00,Aer Lingus,"180 days, 10:22:22"
LGW,DUB,2018-09-29 09:55:00,Aer Lingus,"149 days, 14:43:44"
LGW,DUB,2018-09-29 10:55:00,Aer Lingus,"179 days, 23:10:08"
LGW,DUB,2018-09-29 13:40:00,Aer Lingus,"149 days, 18:28:44"
LGW,DUB,2018-09-29 14:40:00,Aer Lingus,"180 days, 2:55:08"
LGW,DUB,2018-09-29 15:05:00,Aer Lingus,"149 days, 19:53:44"
LGW,DUB,2018-09-29 16:05:00,Aer Lingus,"180 days, 4:20:08"
LGW,DUB,2018-09-30 08:25:00,Aer Lingus,"150 days, 16:21:18"
LGW,DUB,2018-09-30 09:25:00,Aer Lingus,"179 days, 23:48:54"
LGW,DUB,2018-09-30 09:55:00,Aer Lingus,"150 days, 17:51:18"
LGW,DUB,2018-09-30 10:55:00,Aer Lingus,"180 days, 1:18:54"
LGW,DUB,2018-09-30 14:10:00,Aer Lingus,"150 days, 22:06:18"
LGW,DUB,2018-09-30 14:45:00,Aer Lingus,"180 days, 5:08:54"
LGW,DUB,2018-09-30 15:10:00,Aer Lingus,"155 days, 19:05:19"
LGW,DUB,2018-09-30 18:50:00,Aer Lingus,"151 days, 2:46:18"
LGW,DUB,2018-09-30 19:50:00,Aer Lingus,"180 days, 10:13:54"
LGW,DUB,2018-09-30 21:10:00,Aer Lingus,"151 days, 5:06:18"
LGW,DUB,2018-09-30 22:10:00,Aer Lingus,"180 days, 12:33:54"
LGW,DUB,2018-10-01 08:50:00,Aer Lingus,"151 days, 14:40:08"
LGW,DUB,2018-10-01 09:50:00,Aer Lingus,"179 days, 13:38:17"
LGW,DUB,2018-10-01 09:55:00,Aer Lingus,"151 days, 15:45:08"
LGW,DUB,2018-10-01 10:55:00,Aer Lingus,"179 days, 14:43:17"
LGW,DUB,2018-10-01 14:05:00,Aer Lingus,"151 days, 19:55:08"
LGW,DUB,2018-10-01 15:05:00,Aer Lingus,"179 days, 18:53:17"
LGW,DUB,2018-10-01 18:50:00,Aer Lingus,"152 days, 0:40:08"
LGW,DUB,2018-10-01 19:50:00,Aer Lingus,"179 days, 23:38:17"
LGW,DUB,2018-10-01 20:35:00,Aer Lingus,"152 days, 2:25:08"
LGW,DUB,2018-10-01 21:35:00,Aer Lingus,"180 days, 1:23:17"
LGW,DUB,2018-10-02 08:35:00,Aer Lingus,"151 days, 17:55:42"
LGW,DUB,2018-10-02 09:35:00,Aer Lingus,"179 days, 13:42:42"
LGW,DUB,2018-10-02 09:55:00,Aer Lingus,"151 days, 19:15:42"
LGW,DUB,2018-10-02 10:55:00,Aer Lingus,"179 days, 15:02:42"
LGW,DUB,2018-10-02 14:05:00,Aer Lingus,"151 days, 23:25:42"
LGW,DUB,2018-10-02 15:05:00,Aer Lingus,"179 days, 19:12:42"
LGW,DUB,2018-10-02 18:50:00,Aer Lingus,"152 days, 4:10:42"
LGW,DUB,2018-10-02 19:50:00,Aer Lingus,"179 days, 23:57:42"
LGW,DUB,2018-10-02 20:35:00,Aer Lingus,"152 days, 5:55:42"
LGW,DUB,2018-10-02 21:35:00,Aer Lingus,"180 days, 1:42:42"
LGW,DUB,2018-10-03 09:10:00,Aer Lingus,"153 days, 14:03:28"
LGW,DUB,2018-10-03 09:55:00,Aer Lingus,"153 days, 14:48:28"
LGW,DUB,2018-10-03 10:10:00,Aer Lingus,"179 days, 23:28:08"
LGW,DUB,2018-10-03 10:55:00,Aer Lingus,"180 days, 0:13:08"
LGW,DUB,2018-10-03 14:05:00,Aer Lingus,"153 days, 18:58:28"
LGW,DUB,2018-10-03 15:05:00,Aer Lingus,"180 days, 4:23:08"
LGW,DUB,2018-10-03 18:50:00,Aer Lingus,"153 days, 23:43:28"
LGW,DUB,2018-10-03 19:50:00,Aer Lingus,"180 days, 9:08:08"
LGW,DUB,2018-10-03 20:35:00,Aer Lingus,"154 days, 1:28:28"
LGW,DUB,2018-10-03 21:35:00,Aer Lingus,"180 days, 10:53:08"
LGW,DUB,2018-10-04 08:25:00,Aer Lingus,"153 days, 14:20:24"
LGW,DUB,2018-10-04 09:25:00,Aer Lingus,"179 days, 23:41:00"
LGW,DUB,2018-10-04 09:55:00,Aer Lingus,"153 days, 15:50:24"
LGW,DUB,2018-10-04 10:55:00,Aer Lingus,"180 days, 1:11:00"
LGW,DUB,2018-10-04 13:45:00,Aer Lingus,"153 days, 19:40:24"
LGW,DUB,2018-10-04 14:45:00,Aer Lingus,"180 days, 5:01:00"
LGW,DUB,2018-10-04 18:50:00,Aer Lingus,"154 days, 0:45:24"
LGW,DUB,2018-10-04 19:50:00,Aer Lingus,"180 days, 10:06:00"
LGW,DUB,2018-10-04 20:35:00,Aer Lingus,"154 days, 2:30:24"
LGW,DUB,2018-10-04 21:35:00,Aer Lingus,"180 days, 11:51:00"
LGW,DUB,2018-10-05 09:10:00,Aer Lingus,"155 days, 17:48:31"
LGW,DUB,2018-10-05 09:55:00,Aer Lingus,"155 days, 18:33:31"
LGW,DUB,2018-10-05 10:10:00,Aer Lingus,"179 days, 20:31:10"
LGW,DUB,2018-10-05 10:55:00,Aer Lingus,"179 days, 21:16:10"
LGW,DUB,2018-10-05 14:05:00,Aer Lingus,"155 days, 22:43:31"
LGW,DUB,2018-10-05 15:05:00,Aer Lingus,"180 days, 1:26:10"
LGW,DUB,2018-10-05 18:50:00,Aer Lingus,"156 days, 3:28:31"
LGW,DUB,2018-10-05 19:50:00,Aer Lingus,"180 days, 6:11:10"
LGW,DUB,2018-10-05 20:35:00,Aer Lingus,"156 days, 5:13:31"
LGW,DUB,2018-10-05 21:35:00,Aer Lingus,"180 days, 7:56:10"
LGW,DUB,2018-10-06 09:55:00,Aer Lingus,"155 days, 23:40:32"
LGW,DUB,2018-10-06 10:55:00,Aer Lingus,"179 days, 21:25:09"
LGW,DUB,2018-10-06 13:40:00,Aer Lingus,"156 days, 3:25:32"
LGW,DUB,2018-10-06 14:40:00,Aer Lingus,"180 days, 1:10:09"
LGW,DUB,2018-10-06 15:05:00,Aer Lingus,"156 days, 4:50:32"
LGW,DUB,2018-10-06 16:05:00,Aer Lingus,"180 days, 2:35:09"
LGW,DUB,2018-10-07 08:25:00,Aer Lingus,"157 days, 15:45:50"
LGW,DUB,2018-10-07 09:25:00,Aer Lingus,"179 days, 16:54:15"
LGW,DUB,2018-10-07 09:55:00,Aer Lingus,"157 days, 17:15:50"
LGW,DUB,2018-10-07 10:55:00,Aer Lingus,"179 days, 18:24:15"
LGW,DUB,2018-10-07 14:10:00,Aer Lingus,"157 days, 21:30:50"
LGW,DUB,2018-10-07 14:45:00,Aer Lingus,"179 days, 22:14:15"
LGW,DUB,2018-10-07 15:10:00,Aer Lingus,"162 days, 2:38:51"
LGW,DUB,2018-10-07 18:50:00,Aer Lingus,"158 days, 2:10:50"
LGW,DUB,2018-10-07 19:50:00,Aer Lingus,"180 days, 3:19:15"
LGW,DUB,2018-10-07 21:10:00,Aer Lingus,"158 days, 4:30:50"
LGW,DUB,2018-10-07 22:10:00,Aer Lingus,"180 days, 5:39:15"
LGW,DUB,2018-10-08 08:50:00,Aer Lingus,"158 days, 14:19:31"
LGW,DUB,2018-10-08 09:50:00,Aer Lingus,"179 days, 21:35:34"
LGW,DUB,2018-10-08 09:55:00,Aer Lingus,"158 days, 15:24:31"
LGW,DUB,2018-10-08 10:55:00,Aer Lingus,"179 days, 22:40:34"
LGW,DUB,2018-10-08 14:05:00,Aer Lingus,"158 days, 19:34:31"
LGW,DUB,2018-10-08 15:05:00,Aer Lingus,"180 days, 2:50:34"
LGW,DUB,2018-10-08 18:50:00,Aer Lingus,"159 days, 0:19:31"
LGW,DUB,2018-10-08 19:50:00,Aer Lingus,"180 days, 7:35:34"
LGW,DUB,2018-10-08 20:35:00,Aer Lingus,"159 days, 2:04:31"
LGW,DUB,2018-10-08 21:35:00,Aer Lingus,"180 days, 9:20:34"
LGW,DUB,2018-10-09 08:35:00,Aer Lingus,"158 days, 14:21:37"
LGW,DUB,2018-10-09 09:35:00,Aer Lingus,"179 days, 18:28:28"
LGW,DUB,2018-10-09 09:55:00,Aer Lingus,"158 days, 15:41:37"
LGW,DUB,2018-10-09 10:55:00,Aer Lingus,"179 days, 19:48:28"
LGW,DUB,2018-10-09 14:05:00,Aer Lingus,"158 days, 19:51:37"
LGW,DUB,2018-10-09 15:05:00,Aer Lingus,"179 days, 23:58:28"
LGW,DUB,2018-10-09 18:50:00,Aer Lingus,"159 days, 0:36:37"
LGW,DUB,2018-10-09 19:50:00,Aer Lingus,"180 days, 4:43:28"
LGW,DUB,2018-10-09 20:35:00,Aer Lingus,"159 days, 2:21:37"
LGW,DUB,2018-10-09 21:35:00,Aer Lingus,"180 days, 6:28:28"
LGW,DUB,2018-10-10 09:10:00,Aer Lingus,"159 days, 23:28:24"
LGW,DUB,2018-10-10 09:55:00,Aer Lingus,"160 days, 0:13:24"
LGW,DUB,2018-10-10 10:10:00,Aer Lingus,"179 days, 21:06:29"
LGW,DUB,2018-10-10 10:55:00,Aer Lingus,"179 days, 21:51:29"
LGW,DUB,2018-10-10 14:05:00,Aer Lingus,"160 days, 4:23:24"
LGW,DUB,2018-10-10 15:05:00,Aer Lingus,"180 days, 2:01:29"
LGW,DUB,2018-10-10 18:50:00,Aer Lingus,"160 days, 9:08:24"
LGW,DUB,2018-10-10 19:50:00,Aer Lingus,"180 days, 6:46:29"
LGW,DUB,2018-10-10 20:35:00,Aer Lingus,"160 days, 10:53:24"
LGW,DUB,2018-10-10 21:35:00,Aer Lingus,"180 days, 8:31:29"
