DEP,ARR,Dep Date,Best time before departure
AMS,LGW,2018-05-06 10:30:00,British Airways,"110 days, 22:51:44"
AMS,LGW,2018-05-06 21:20:00,British Airways,"111 days, 9:41:44"
AMS,LGW,2018-05-07 10:55:00,British Airways,"112 days, 0:55:41"
AMS,LGW,2018-05-07 14:35:00,British Airways,"112 days, 4:35:41"
AMS,LGW,2018-05-07 19:30:00,British Airways,"112 days, 9:30:41"
AMS,LGW,2018-05-08 10:55:00,British Airways,"112 days, 21:18:40"
AMS,LGW,2018-05-08 13:55:00,British Airways,"113 days, 0:18:40"
AMS,LGW,2018-05-08 19:15:00,British Airways,"113 days, 5:38:40"
AMS,LGW,2018-05-09 10:55:00,British Airways,"114 days, 0:13:19"
AMS,LGW,2018-05-09 13:50:00,British Airways,"114 days, 3:08:19"
AMS,LGW,2018-05-09 19:05:00,British Airways,"114 days, 8:23:19"
AMS,LGW,2018-05-10 10:55:00,British Airways,"114 days, 16:24:08"
AMS,LGW,2018-05-10 13:50:00,British Airways,"114 days, 19:19:08"
AMS,LGW,2018-05-10 19:20:00,British Airways,"115 days, 0:49:08"
AMS,LGW,2018-05-11 10:55:00,British Airways,"115 days, 23:47:59"
AMS,LGW,2018-05-11 13:55:00,British Airways,"116 days, 2:47:59"
AMS,LGW,2018-05-11 19:15:00,British Airways,"116 days, 8:07:59"
AMS,LGW,2018-05-11 21:15:00,British Airways,"116 days, 10:07:59"
AMS,LGW,2018-05-12 10:30:00,British Airways,"117 days, 1:07:56"
AMS,LGW,2018-05-12 14:15:00,British Airways,"117 days, 4:52:56"
AMS,LGW,2018-05-12 22:15:00,British Airways,"117 days, 12:52:56"
AMS,LGW,2018-05-13 10:30:00,British Airways,"117 days, 17:53:15"
AMS,LGW,2018-05-13 21:20:00,British Airways,"118 days, 4:43:15"
AMS,LGW,2018-05-14 10:55:00,British Airways,"118 days, 19:07:31"
AMS,LGW,2018-05-14 14:35:00,British Airways,"118 days, 22:47:31"
AMS,LGW,2018-05-14 19:30:00,British Airways,"119 days, 3:42:31"
AMS,LGW,2018-05-15 10:55:00,British Airways,"120 days, 11:48:42"
AMS,LGW,2018-05-15 13:55:00,British Airways,"120 days, 14:48:42"
AMS,LGW,2018-05-15 19:15:00,British Airways,"120 days, 20:08:42"
AMS,LGW,2018-05-16 10:55:00,British Airways,"121 days, 1:11:00"
AMS,LGW,2018-05-16 13:50:00,British Airways,"121 days, 4:06:00"
AMS,LGW,2018-05-16 19:05:00,British Airways,"121 days, 9:21:00"
AMS,LGW,2018-05-17 10:55:00,British Airways,"122 days, 11:37:42"
AMS,LGW,2018-05-17 13:50:00,British Airways,"122 days, 14:32:42"
AMS,LGW,2018-05-17 19:20:00,British Airways,"122 days, 20:02:42"
AMS,LGW,2018-05-18 10:55:00,British Airways,"122 days, 23:14:56"
AMS,LGW,2018-05-18 13:55:00,British Airways,"123 days, 2:14:56"
AMS,LGW,2018-05-18 19:15:00,British Airways,"123 days, 7:34:56"
AMS,LGW,2018-05-18 21:15:00,British Airways,"123 days, 9:34:56"
AMS,LGW,2018-05-19 10:30:00,British Airways,"123 days, 17:38:54"
AMS,LGW,2018-05-19 14:15:00,British Airways,"123 days, 21:23:54"
AMS,LGW,2018-05-19 22:15:00,British Airways,"124 days, 5:23:54"
AMS,LGW,2018-05-20 10:30:00,British Airways,"124 days, 14:54:39"
AMS,LGW,2018-05-20 21:20:00,British Airways,"125 days, 1:44:39"
AMS,LGW,2018-05-21 10:55:00,British Airways,"125 days, 20:05:46"
AMS,LGW,2018-05-21 14:35:00,British Airways,"125 days, 23:45:46"
AMS,LGW,2018-05-21 19:30:00,British Airways,"126 days, 4:40:46"
AMS,LGW,2018-05-22 10:55:00,British Airways,"127 days, 0:14:29"
AMS,LGW,2018-05-22 13:55:00,British Airways,"127 days, 3:14:29"
AMS,LGW,2018-05-22 19:15:00,British Airways,"127 days, 8:34:29"
AMS,LGW,2018-05-23 10:55:00,British Airways,"127 days, 20:25:52"
AMS,LGW,2018-05-23 13:50:00,British Airways,"127 days, 23:20:52"
AMS,LGW,2018-05-23 19:05:00,British Airways,"128 days, 4:35:52"
AMS,LGW,2018-05-24 10:55:00,British Airways,"128 days, 23:22:09"
AMS,LGW,2018-05-24 13:50:00,British Airways,"129 days, 2:17:09"
AMS,LGW,2018-05-24 19:20:00,British Airways,"129 days, 7:47:09"
AMS,LGW,2018-05-25 10:55:00,British Airways,"129 days, 18:59:12"
AMS,LGW,2018-05-25 13:55:00,British Airways,"129 days, 21:59:12"
AMS,LGW,2018-05-25 19:15:00,British Airways,"130 days, 3:19:12"
AMS,LGW,2018-05-25 21:15:00,British Airways,"130 days, 5:19:12"
AMS,LGW,2018-05-26 10:30:00,British Airways,"131 days, 11:34:20"
AMS,LGW,2018-05-26 14:15:00,British Airways,"131 days, 15:19:20"
AMS,LGW,2018-05-26 22:15:00,British Airways,"131 days, 23:19:20"
AMS,LGW,2018-05-27 10:30:00,British Airways,"132 days, 0:41:58"
AMS,LGW,2018-05-27 21:20:00,British Airways,"132 days, 11:31:58"
AMS,LGW,2018-05-28 10:55:00,British Airways,"132 days, 22:50:49"
AMS,LGW,2018-05-28 14:35:00,British Airways,"133 days, 2:30:49"
AMS,LGW,2018-05-28 19:30:00,British Airways,"133 days, 7:25:49"
AMS,LGW,2018-05-29 10:55:00,British Airways,"133 days, 15:44:24"
AMS,LGW,2018-05-29 13:55:00,British Airways,"133 days, 18:44:24"
AMS,LGW,2018-05-29 19:15:00,British Airways,"134 days, 0:04:24"
AMS,LGW,2018-05-30 10:55:00,British Airways,"134 days, 15:45:34"
AMS,LGW,2018-05-30 13:50:00,British Airways,"134 days, 18:40:34"
AMS,LGW,2018-05-30 19:05:00,British Airways,"134 days, 23:55:34"
AMS,LGW,2018-05-31 10:55:00,British Airways,"135 days, 15:16:04"
AMS,LGW,2018-05-31 13:50:00,British Airways,"135 days, 18:11:04"
AMS,LGW,2018-05-31 19:20:00,British Airways,"135 days, 23:41:04"
AMS,LGW,2018-06-01 10:55:00,British Airways,"136 days, 15:49:38"
AMS,LGW,2018-06-01 13:55:00,British Airways,"136 days, 18:49:38"
AMS,LGW,2018-06-01 19:15:00,British Airways,"137 days, 0:09:38"
AMS,LGW,2018-06-01 21:15:00,British Airways,"137 days, 2:09:38"
AMS,LGW,2018-06-02 10:30:00,British Airways,"137 days, 17:07:37"
AMS,LGW,2018-06-02 14:15:00,British Airways,"137 days, 20:52:37"
AMS,LGW,2018-06-02 22:15:00,British Airways,"138 days, 4:52:37"
AMS,LGW,2018-06-03 10:30:00,British Airways,"139 days, 1:12:48"
AMS,LGW,2018-06-03 21:20:00,British Airways,"139 days, 12:02:48"
AMS,LGW,2018-06-04 10:55:00,British Airways,"140 days, 10:49:42"
AMS,LGW,2018-06-04 14:35:00,British Airways,"140 days, 14:29:42"
AMS,LGW,2018-06-04 19:30:00,British Airways,"140 days, 19:24:42"
AMS,LGW,2018-06-05 10:55:00,British Airways,"141 days, 1:44:17"
AMS,LGW,2018-06-05 13:55:00,British Airways,"141 days, 4:44:17"
AMS,LGW,2018-06-05 19:15:00,British Airways,"141 days, 10:04:17"
AMS,LGW,2018-06-06 10:55:00,British Airways,"142 days, 1:31:04"
AMS,LGW,2018-06-06 13:50:00,British Airways,"142 days, 4:26:04"
AMS,LGW,2018-06-06 19:05:00,British Airways,"142 days, 9:41:04"
AMS,LGW,2018-06-07 10:55:00,British Airways,"143 days, 11:33:45"
AMS,LGW,2018-06-07 13:50:00,British Airways,"143 days, 14:28:45"
AMS,LGW,2018-06-07 19:20:00,British Airways,"143 days, 19:58:45"
AMS,LGW,2018-06-08 10:55:00,British Airways,"143 days, 18:23:34"
AMS,LGW,2018-06-08 13:55:00,British Airways,"143 days, 21:23:34"
AMS,LGW,2018-06-08 19:15:00,British Airways,"144 days, 2:43:34"
AMS,LGW,2018-06-08 21:15:00,British Airways,"144 days, 4:43:34"
AMS,LGW,2018-06-09 10:30:00,British Airways,"144 days, 20:03:12"
AMS,LGW,2018-06-09 14:15:00,British Airways,"144 days, 23:48:12"
AMS,LGW,2018-06-09 22:15:00,British Airways,"145 days, 7:48:12"
AMS,LGW,2018-06-10 10:30:00,British Airways,"145 days, 23:30:02"
AMS,LGW,2018-06-10 21:20:00,British Airways,"146 days, 10:20:02"
AMS,LGW,2018-06-11 10:55:00,British Airways,"146 days, 18:28:51"
AMS,LGW,2018-06-11 14:35:00,British Airways,"146 days, 22:08:51"
AMS,LGW,2018-06-11 19:30:00,British Airways,"147 days, 3:03:51"
AMS,LGW,2018-06-12 10:55:00,British Airways,"147 days, 16:14:28"
AMS,LGW,2018-06-12 13:55:00,British Airways,"147 days, 19:14:28"
AMS,LGW,2018-06-12 19:15:00,British Airways,"148 days, 0:34:28"
AMS,LGW,2018-06-13 10:55:00,British Airways,"148 days, 15:34:56"
AMS,LGW,2018-06-13 13:50:00,British Airways,"148 days, 18:29:56"
AMS,LGW,2018-06-13 19:05:00,British Airways,"148 days, 23:44:56"
AMS,LGW,2018-06-14 10:55:00,British Airways,"149 days, 15:13:40"
AMS,LGW,2018-06-14 13:50:00,British Airways,"149 days, 18:08:40"
AMS,LGW,2018-06-14 19:20:00,British Airways,"149 days, 23:38:40"
AMS,LGW,2018-06-15 10:55:00,British Airways,"151 days, 11:47:53"
AMS,LGW,2018-06-15 13:55:00,British Airways,"151 days, 14:47:53"
AMS,LGW,2018-06-15 19:15:00,British Airways,"151 days, 20:07:53"
AMS,LGW,2018-06-15 21:15:00,British Airways,"151 days, 22:07:53"
AMS,LGW,2018-06-16 10:30:00,British Airways,"151 days, 19:12:36"
AMS,LGW,2018-06-16 14:15:00,British Airways,"151 days, 22:57:36"
AMS,LGW,2018-06-16 22:15:00,British Airways,"152 days, 6:57:36"
AMS,LGW,2018-06-17 10:30:00,British Airways,"152 days, 21:23:35"
AMS,LGW,2018-06-17 21:20:00,British Airways,"153 days, 8:13:35"
AMS,LGW,2018-06-18 10:55:00,British Airways,"153 days, 15:01:15"
AMS,LGW,2018-06-18 14:35:00,British Airways,"153 days, 18:41:15"
AMS,LGW,2018-06-18 19:30:00,British Airways,"153 days, 23:36:15"
AMS,LGW,2018-06-19 10:55:00,British Airways,"154 days, 20:11:40"
AMS,LGW,2018-06-19 13:55:00,British Airways,"154 days, 23:11:40"
AMS,LGW,2018-06-19 19:15:00,British Airways,"155 days, 4:31:40"
AMS,LGW,2018-06-20 10:55:00,British Airways,"156 days, 0:28:02"
AMS,LGW,2018-06-20 13:50:00,British Airways,"156 days, 3:23:02"
AMS,LGW,2018-06-20 19:05:00,British Airways,"156 days, 8:38:02"
AMS,LGW,2018-06-21 10:55:00,British Airways,"156 days, 18:46:48"
AMS,LGW,2018-06-21 13:50:00,British Airways,"156 days, 21:41:48"
AMS,LGW,2018-06-21 19:20:00,British Airways,"157 days, 3:11:48"
AMS,LGW,2018-06-22 10:55:00,British Airways,"157 days, 15:17:14"
AMS,LGW,2018-06-22 13:55:00,British Airways,"157 days, 18:17:14"
AMS,LGW,2018-06-22 19:15:00,British Airways,"157 days, 23:37:14"
AMS,LGW,2018-06-22 21:15:00,British Airways,"158 days, 1:37:14"
AMS,LGW,2018-06-23 10:30:00,British Airways,"158 days, 16:44:00"
AMS,LGW,2018-06-23 14:15:00,British Airways,"158 days, 20:29:00"
AMS,LGW,2018-06-23 22:15:00,British Airways,"159 days, 4:29:00"
AMS,LGW,2018-06-24 10:30:00,British Airways,"159 days, 21:48:40"
AMS,LGW,2018-06-24 21:20:00,British Airways,"160 days, 8:38:40"
AMS,LGW,2018-06-25 10:55:00,British Airways,"161 days, 0:20:56"
AMS,LGW,2018-06-25 14:35:00,British Airways,"161 days, 4:00:56"
AMS,LGW,2018-06-25 19:30:00,British Airways,"161 days, 8:55:56"
AMS,LGW,2018-06-26 10:55:00,British Airways,"161 days, 16:07:58"
AMS,LGW,2018-06-26 13:55:00,British Airways,"161 days, 19:07:58"
AMS,LGW,2018-06-26 19:15:00,British Airways,"162 days, 0:27:58"
AMS,LGW,2018-06-27 10:55:00,British Airways,"162 days, 22:31:21"
AMS,LGW,2018-06-27 13:50:00,British Airways,"163 days, 1:26:21"
AMS,LGW,2018-06-27 19:05:00,British Airways,"163 days, 6:41:21"
AMS,LGW,2018-06-28 10:55:00,British Airways,"163 days, 22:29:34"
AMS,LGW,2018-06-28 13:50:00,British Airways,"164 days, 1:24:34"
AMS,LGW,2018-06-28 19:20:00,British Airways,"164 days, 6:54:34"
AMS,LGW,2018-06-29 10:55:00,British Airways,"164 days, 21:29:43"
AMS,LGW,2018-06-29 13:55:00,British Airways,"165 days, 0:29:43"
AMS,LGW,2018-06-29 19:15:00,British Airways,"165 days, 5:49:43"
AMS,LGW,2018-06-29 21:15:00,British Airways,"165 days, 7:49:43"
AMS,LGW,2018-06-30 10:30:00,British Airways,"165 days, 23:11:46"
AMS,LGW,2018-06-30 14:15:00,British Airways,"166 days, 2:56:46"
AMS,LGW,2018-06-30 22:15:00,British Airways,"166 days, 10:56:46"
AMS,LGW,2018-07-01 10:30:00,British Airways,"166 days, 23:28:52"
AMS,LGW,2018-07-01 21:20:00,British Airways,"167 days, 10:18:52"
AMS,LGW,2018-07-02 10:55:00,British Airways,"167 days, 22:49:33"
AMS,LGW,2018-07-02 14:35:00,British Airways,"168 days, 2:29:33"
AMS,LGW,2018-07-02 19:30:00,British Airways,"168 days, 7:24:33"
AMS,LGW,2018-07-03 10:55:00,British Airways,"168 days, 19:35:10"
AMS,LGW,2018-07-03 13:55:00,British Airways,"168 days, 22:35:10"
AMS,LGW,2018-07-03 19:15:00,British Airways,"169 days, 3:55:10"
AMS,LGW,2018-07-04 10:55:00,British Airways,"169 days, 23:16:09"
AMS,LGW,2018-07-04 13:50:00,British Airways,"170 days, 2:11:09"
AMS,LGW,2018-07-04 19:05:00,British Airways,"170 days, 7:26:09"
AMS,LGW,2018-07-05 10:55:00,British Airways,"171 days, 11:58:36"
AMS,LGW,2018-07-05 13:50:00,British Airways,"171 days, 14:53:36"
AMS,LGW,2018-07-05 19:20:00,British Airways,"171 days, 20:23:36"
AMS,LGW,2018-07-06 10:55:00,British Airways,"171 days, 23:04:53"
AMS,LGW,2018-07-06 13:55:00,British Airways,"172 days, 2:04:53"
AMS,LGW,2018-07-06 19:15:00,British Airways,"172 days, 7:24:53"
AMS,LGW,2018-07-06 21:15:00,British Airways,"172 days, 9:24:53"
AMS,LGW,2018-07-07 10:30:00,British Airways,"172 days, 18:52:34"
AMS,LGW,2018-07-07 14:15:00,British Airways,"172 days, 22:37:34"
AMS,LGW,2018-07-07 22:15:00,British Airways,"173 days, 6:37:34"
AMS,LGW,2018-07-08 10:30:00,British Airways,"174 days, 0:24:47"
AMS,LGW,2018-07-08 21:20:00,British Airways,"174 days, 11:14:47"
AMS,LGW,2018-07-09 10:55:00,British Airways,"175 days, 1:21:04"
AMS,LGW,2018-07-09 14:35:00,British Airways,"175 days, 5:01:04"
AMS,LGW,2018-07-09 19:30:00,British Airways,"175 days, 9:56:04"
AMS,LGW,2018-07-10 10:55:00,British Airways,"175 days, 15:36:13"
AMS,LGW,2018-07-10 13:55:00,British Airways,"175 days, 18:36:13"
AMS,LGW,2018-07-10 19:15:00,British Airways,"175 days, 23:56:13"
AMS,LGW,2018-07-11 10:55:00,British Airways,"176 days, 23:42:06"
AMS,LGW,2018-07-11 13:50:00,British Airways,"177 days, 2:37:06"
AMS,LGW,2018-07-11 19:05:00,British Airways,"177 days, 7:52:06"
AMS,LGW,2018-07-12 10:55:00,British Airways,"178 days, 0:25:38"
AMS,LGW,2018-07-12 13:50:00,British Airways,"178 days, 3:20:38"
AMS,LGW,2018-07-12 19:20:00,British Airways,"178 days, 8:50:38"
AMS,LGW,2018-07-13 10:55:00,British Airways,"178 days, 20:42:27"
AMS,LGW,2018-07-13 13:55:00,British Airways,"178 days, 23:42:27"
AMS,LGW,2018-07-13 19:15:00,British Airways,"179 days, 5:02:27"
AMS,LGW,2018-07-13 21:15:00,British Airways,"179 days, 7:02:27"
AMS,LGW,2018-07-14 10:30:00,British Airways,"180 days, 1:04:17"
AMS,LGW,2018-07-14 14:15:00,British Airways,"180 days, 4:49:17"
AMS,LGW,2018-07-14 22:15:00,British Airways,"180 days, 12:49:17"
AMS,LGW,2018-07-15 10:30:00,British Airways,"179 days, 15:52:05"
AMS,LGW,2018-07-15 21:20:00,British Airways,"180 days, 2:42:05"
AMS,LGW,2018-07-16 10:55:00,British Airways,"179 days, 21:40:50"
AMS,LGW,2018-07-16 14:35:00,British Airways,"180 days, 1:20:50"
AMS,LGW,2018-07-16 19:30:00,British Airways,"180 days, 6:15:50"
AMS,LGW,2018-07-17 10:55:00,British Airways,"179 days, 20:27:24"
AMS,LGW,2018-07-17 13:55:00,British Airways,"179 days, 23:27:24"
AMS,LGW,2018-07-17 19:15:00,British Airways,"180 days, 4:47:24"
AMS,LGW,2018-07-18 10:55:00,British Airways,"179 days, 23:33:48"
AMS,LGW,2018-07-18 13:50:00,British Airways,"180 days, 2:28:48"
AMS,LGW,2018-07-18 19:05:00,British Airways,"180 days, 7:43:48"
AMS,LGW,2018-07-19 10:55:00,British Airways,"179 days, 23:29:13"
AMS,LGW,2018-07-19 13:50:00,British Airways,"180 days, 2:24:13"
AMS,LGW,2018-07-19 19:20:00,British Airways,"180 days, 7:54:13"
AMS,LGW,2018-07-20 10:55:00,British Airways,"179 days, 15:41:42"
AMS,LGW,2018-07-20 13:55:00,British Airways,"179 days, 18:41:42"
AMS,LGW,2018-07-20 19:15:00,British Airways,"180 days, 0:01:42"
AMS,LGW,2018-07-20 21:15:00,British Airways,"180 days, 2:01:42"
AMS,LGW,2018-07-21 10:30:00,British Airways,"179 days, 16:38:02"
AMS,LGW,2018-07-21 14:15:00,British Airways,"179 days, 20:23:02"
AMS,LGW,2018-07-21 22:15:00,British Airways,"180 days, 4:23:02"
AMS,LGW,2018-07-22 10:30:00,British Airways,"179 days, 19:19:24"
AMS,LGW,2018-07-22 21:20:00,British Airways,"180 days, 6:09:24"
AMS,LGW,2018-07-23 10:55:00,British Airways,"179 days, 17:14:48"
AMS,LGW,2018-07-23 14:35:00,British Airways,"179 days, 20:54:48"
AMS,LGW,2018-07-23 19:30:00,British Airways,"180 days, 1:49:48"
AMS,LGW,2018-07-24 10:55:00,British Airways,"179 days, 23:01:34"
AMS,LGW,2018-07-24 13:55:00,British Airways,"180 days, 2:01:34"
AMS,LGW,2018-07-24 19:15:00,British Airways,"180 days, 7:21:34"
AMS,LGW,2018-07-25 10:55:00,British Airways,"179 days, 15:27:01"
AMS,LGW,2018-07-25 13:50:00,British Airways,"179 days, 18:22:01"
AMS,LGW,2018-07-25 19:05:00,British Airways,"179 days, 23:37:01"
AMS,LGW,2018-07-26 10:55:00,British Airways,"179 days, 15:33:53"
AMS,LGW,2018-07-26 13:50:00,British Airways,"179 days, 18:28:53"
AMS,LGW,2018-07-26 19:20:00,British Airways,"179 days, 23:58:53"
AMS,LGW,2018-07-27 10:55:00,British Airways,"179 days, 15:00:40"
AMS,LGW,2018-07-27 13:55:00,British Airways,"179 days, 18:00:40"
AMS,LGW,2018-07-27 19:15:00,British Airways,"179 days, 23:20:40"
AMS,LGW,2018-07-27 21:15:00,British Airways,"180 days, 1:20:40"
AMS,LGW,2018-07-28 10:30:00,British Airways,"179 days, 19:14:45"
AMS,LGW,2018-07-28 14:15:00,British Airways,"179 days, 22:59:45"
AMS,LGW,2018-07-28 22:15:00,British Airways,"180 days, 6:59:45"
AMS,LGW,2018-07-29 10:30:00,British Airways,"180 days, 0:25:48"
AMS,LGW,2018-07-29 21:20:00,British Airways,"180 days, 11:15:48"
AMS,LGW,2018-07-30 10:55:00,British Airways,"179 days, 15:55:56"
AMS,LGW,2018-07-30 14:35:00,British Airways,"179 days, 19:35:56"
AMS,LGW,2018-07-30 19:30:00,British Airways,"180 days, 0:30:56"
AMS,LGW,2018-07-31 10:55:00,British Airways,"180 days, 1:09:46"
AMS,LGW,2018-07-31 13:55:00,British Airways,"180 days, 4:09:46"
AMS,LGW,2018-07-31 19:15:00,British Airways,"180 days, 9:29:46"
AMS,LGW,2018-08-01 10:55:00,British Airways,"180 days, 1:38:51"
AMS,LGW,2018-08-01 13:50:00,British Airways,"180 days, 4:33:51"
AMS,LGW,2018-08-01 19:05:00,British Airways,"180 days, 9:48:51"
AMS,LGW,2018-08-02 10:55:00,British Airways,"179 days, 23:17:32"
AMS,LGW,2018-08-02 13:50:00,British Airways,"180 days, 2:12:32"
AMS,LGW,2018-08-02 19:20:00,British Airways,"180 days, 7:42:32"
AMS,LGW,2018-08-03 10:55:00,British Airways,"179 days, 20:43:55"
AMS,LGW,2018-08-03 13:55:00,British Airways,"179 days, 23:43:55"
AMS,LGW,2018-08-03 19:15:00,British Airways,"180 days, 5:03:55"
AMS,LGW,2018-08-03 21:15:00,British Airways,"180 days, 7:03:55"
AMS,LGW,2018-08-04 10:30:00,British Airways,"179 days, 15:53:45"
AMS,LGW,2018-08-04 14:15:00,British Airways,"179 days, 19:38:45"
AMS,LGW,2018-08-04 22:15:00,British Airways,"180 days, 3:38:45"
AMS,LGW,2018-08-05 10:30:00,British Airways,"180 days, 0:06:53"
AMS,LGW,2018-08-05 21:20:00,British Airways,"180 days, 10:56:53"
AMS,LGW,2018-08-06 10:55:00,British Airways,"179 days, 22:30:50"
AMS,LGW,2018-08-06 14:35:00,British Airways,"180 days, 2:10:50"
AMS,LGW,2018-08-06 19:30:00,British Airways,"180 days, 7:05:50"
AMS,LGW,2018-08-07 10:55:00,British Airways,"179 days, 20:02:35"
AMS,LGW,2018-08-07 13:55:00,British Airways,"179 days, 23:02:35"
AMS,LGW,2018-08-07 19:15:00,British Airways,"180 days, 4:22:35"
AMS,LGW,2018-08-08 10:55:00,British Airways,"180 days, 1:21:16"
AMS,LGW,2018-08-08 13:50:00,British Airways,"180 days, 4:16:16"
AMS,LGW,2018-08-08 19:05:00,British Airways,"180 days, 9:31:16"
AMS,LGW,2018-08-09 10:55:00,British Airways,"180 days, 0:27:41"
AMS,LGW,2018-08-09 13:50:00,British Airways,"180 days, 3:22:41"
AMS,LGW,2018-08-09 19:20:00,British Airways,"180 days, 8:52:41"
AMS,LGW,2018-08-10 10:55:00,British Airways,"179 days, 21:55:39"
AMS,LGW,2018-08-10 13:55:00,British Airways,"180 days, 0:55:39"
AMS,LGW,2018-08-10 19:15:00,British Airways,"180 days, 6:15:39"
AMS,LGW,2018-08-10 21:15:00,British Airways,"180 days, 8:15:39"
AMS,LGW,2018-08-11 10:30:00,British Airways,"179 days, 17:49:25"
AMS,LGW,2018-08-11 14:15:00,British Airways,"179 days, 21:34:25"
AMS,LGW,2018-08-11 22:15:00,British Airways,"180 days, 5:34:25"
AMS,LGW,2018-08-12 10:30:00,British Airways,"179 days, 18:37:23"
AMS,LGW,2018-08-12 21:20:00,British Airways,"180 days, 5:27:23"
AMS,LGW,2018-08-13 10:55:00,British Airways,"179 days, 22:53:34"
AMS,LGW,2018-08-13 14:35:00,British Airways,"180 days, 2:33:34"
AMS,LGW,2018-08-13 19:30:00,British Airways,"180 days, 7:28:34"
AMS,LGW,2018-08-14 10:55:00,British Airways,"179 days, 21:07:20"
AMS,LGW,2018-08-14 13:55:00,British Airways,"180 days, 0:07:20"
AMS,LGW,2018-08-14 19:15:00,British Airways,"180 days, 5:27:20"
AMS,LGW,2018-08-15 10:55:00,British Airways,"179 days, 21:49:15"
AMS,LGW,2018-08-15 13:50:00,British Airways,"180 days, 0:44:15"
AMS,LGW,2018-08-15 19:05:00,British Airways,"180 days, 5:59:15"
AMS,LGW,2018-08-16 10:55:00,British Airways,"179 days, 21:59:44"
AMS,LGW,2018-08-16 13:50:00,British Airways,"180 days, 0:54:44"
AMS,LGW,2018-08-16 19:20:00,British Airways,"180 days, 6:24:44"
AMS,LGW,2018-08-17 10:55:00,British Airways,"179 days, 17:56:34"
AMS,LGW,2018-08-17 13:55:00,British Airways,"179 days, 20:56:34"
AMS,LGW,2018-08-17 19:15:00,British Airways,"180 days, 2:16:34"
AMS,LGW,2018-08-17 21:15:00,British Airways,"180 days, 4:16:34"
AMS,LGW,2018-08-18 10:30:00,British Airways,"180 days, 0:11:45"
AMS,LGW,2018-08-18 14:15:00,British Airways,"180 days, 3:56:45"
AMS,LGW,2018-08-18 22:15:00,British Airways,"180 days, 11:56:45"
AMS,LGW,2018-08-19 10:30:00,British Airways,"179 days, 13:59:54"
AMS,LGW,2018-08-19 21:20:00,British Airways,"179 days, 1:37:33"
AMS,LGW,2018-08-20 10:55:00,British Airways,"179 days, 15:09:32"
AMS,LGW,2018-08-20 14:35:00,British Airways,"178 days, 21:37:25"
AMS,LGW,2018-08-20 19:30:00,British Airways,"179 days, 2:32:25"
AMS,LGW,2018-08-21 10:55:00,British Airways,"180 days, 0:25:00"
AMS,LGW,2018-08-21 13:55:00,British Airways,"180 days, 3:25:00"
AMS,LGW,2018-08-21 19:15:00,British Airways,"180 days, 8:45:00"
AMS,LGW,2018-08-22 10:55:00,British Airways,"179 days, 21:40:24"
AMS,LGW,2018-08-22 13:50:00,British Airways,"180 days, 0:35:24"
AMS,LGW,2018-08-22 19:05:00,British Airways,"180 days, 5:50:24"
AMS,LGW,2018-08-23 10:55:00,British Airways,"179 days, 19:32:37"
AMS,LGW,2018-08-23 13:50:00,British Airways,"179 days, 22:27:37"
AMS,LGW,2018-08-23 19:20:00,British Airways,"180 days, 3:57:37"
AMS,LGW,2018-08-24 10:55:00,British Airways,"179 days, 19:07:11"
AMS,LGW,2018-08-24 13:55:00,British Airways,"179 days, 22:07:11"
AMS,LGW,2018-08-24 19:15:00,British Airways,"180 days, 3:27:11"
